index,Tahun,Comments,preprocessed,tokenize_text,label,score
66,2020,"@inishelfiraa_ enak kog, sosisny tu padet gitu enak buat di makan langsung atau dicampur mie",enak sosisny padat enak makan langsung campur mie,"['enak', 'sosisny', 'padat', 'enak', 'makan', 'langsung', 'campur', 'mie']",positif,10
67,2020,@k.lmahmad intinya klo bilang "Pretzel" doang itu ekspetasinya yg asin. Tp klo blg "cinnamon pretzel" baru yg Manis. Walaupun demikian. Original nya itu cm ada yg Asin. Ngga ada yg jual klo yg Manis disini (FYI aja yah) so macam makanan2 lain tentunya byk yg bikin variasi nya sesuai keinginan dan cipta rasa sendiri.,lmahmad inti kalo bilang pretzel doang ekspetasinya asin kalo bilang cinnamon pretzel manis original nya asin jual kalo manis fyi ya sok makan bikin variasi nya sesuai cipta,"['lmahmad', 'inti', 'kalo', 'bilang', 'pretzel', 'doang', 'ekspetasinya', 'asin', 'kalo', 'bilang', 'cinnamon', 'pretzel', 'manis', 'original', 'nya', 'asin', 'jual', 'kalo', 'manis', 'fyi', 'ya', 'sok', 'makan', 'bikin', 'variasi', 'nya', 'sesuai', 'cipta']",positif,10
68,2021,@emmazulfas @roichaaimma @bella_anstsna ?? kalian punya ide apa ??,tertawa terbahakbahak ide tertawa terbahakbahak,"['tertawa', 'terbahakbahak', 'ide', 'tertawa', 'terbahakbahak']",positif,10
69,2021,???????????? saya suka sekali????,tepuk tangan tepuk tangan tepuk tangan tepuk tangan tepuk tangan tepuk tangan suka tepuk tangan tepuk tangan,"['tepuk', 'tangan', 'tepuk', 'tangan', 'tepuk', 'tangan', 'tepuk', 'tangan', 'tepuk', 'tangan', 'tepuk', 'tangan', 'suka', 'tepuk', 'tangan', 'tepuk', 'tangan']",positif,10
70,2022,Pungut aku sebagai anak mu om????,pungut anak mu om tertawa terbahakbahak tertawa terbahakbahak,"['pungut', 'anak', 'mu', 'om', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,10
71,2022,"@siscakohl semenjak menikah makin kalem yaaa ?? padahal sultan ketemu sultan, biasanya kan ada tuh yg makin sombong dll.. nah ini mah makin santun.. salut buat kak @siscakohl dan @jessnolimit semoga SaMaWa, langgeng hingga kakek nenek dan maut memisahkan. Bahagia selalu ??????????",semenjak meni kalem ya wajah senyum lebar mata hati sultan ketemu sultan tuh sombong mah santun salut kak moga samawa langgeng kakek nenek maut pisah bahagia wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati,"['semenjak', 'meni', 'kalem', 'ya', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'sultan', 'ketemu', 'sultan', 'tuh', 'sombong', 'mah', 'santun', 'salut', 'kak', 'moga', 'samawa', 'langgeng', 'kakek', 'nenek', 'maut', 'pisah', 'bahagia', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,10
72,2022,@muliawanrmt psikolog banget sih????,psikolog banget sih tertawa terbahakbahak tertawa terbahakbahak,"['psikolog', 'banget', 'sih', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,10
73,2022,Terima Kasih Kak Sudah Mempercayai Isibangunan Untuk Pemasangan Lantai Vinyl Nya. Mohon Maaf Apabila Ada Kekurangan Dari Teknisi Kami. Sekali Lagi Terima Kasih ????????,terima kasih kak percaya isibangunan pasang lantai vinyl nya mohon maaf kurang teknisi terima kasih lipat tangan warna kulit cerah lipat tangan warna kulit cerah,"['terima', 'kasih', 'kak', 'percaya', 'isibangunan', 'pasang', 'lantai', 'vinyl', 'nya', 'mohon', 'maaf', 'kurang', 'teknisi', 'terima', 'kasih', 'lipat', 'tangan', 'warna', 'kulit', 'cerah', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",positif,10
74,2022,@jhohackim @ninaadati @vousmevoir_ co lia dpe komen kw ee????,cowok lia dpe komen kau e tertawa terbahakbahak tertawa terbahakbahak,"['cowok', 'lia', 'dpe', 'komen', 'kau', 'e', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,10
75,2022,FULL POWER MARI KITA COBA ????,ful power mari coba api angkat tangan,"['ful', 'power', 'mari', 'coba', 'api', 'angkat', 'tangan']",positif,10
76,2022,Kak siska klo senyum kaya kelinci cute bgt????,kak siska kalo senyum kayak kelinci cute banget angkat tangan angkat tangan,"['kak', 'siska', 'kalo', 'senyum', 'kayak', 'kelinci', 'cute', 'banget', 'angkat', 'tangan', 'angkat', 'tangan']",positif,10
77,2023,Bismillah semoga bisa iphone amin allah,bismillah moga iphone amin allah,"['bismillah', 'moga', 'iphone', 'amin', 'allah']",positif,10
78,2023,Selamat y moga berkah,selamat ya moga berkah,"['selamat', 'ya', 'moga', 'berkah']",positif,10
79,2023,Bismillah semoga dapat iPad nya untuk kuliah dan online shop ?????????? a_z_i_k_romi,bismillah moga ipad nya kuliah online shop wajah senyum dengan hati wajah senyum dengan hati wajah senyum dengan hati wajah senyum dengan hati wajah senyum dengan hati a z i k romi,"['bismillah', 'moga', 'ipad', 'nya', 'kuliah', 'online', 'shop', 'wajah', 'senyum', 'dengan', 'hati', 'wajah', 'senyum', 'dengan', 'hati', 'wajah', 'senyum', 'dengan', 'hati', 'wajah', 'senyum', 'dengan', 'hati', 'wajah', 'senyum', 'dengan', 'hati', 'a', 'z', 'i', 'k', 'romi']",positif,10
80,2023,Sehat sehat pasangan baik,sehat sehat pasang,"['sehat', 'sehat', 'pasang']",positif,10
81,2023,Kesabaran dan ketenangan Jessica sungguh luar biasa ??,sabar tenang jessica sungguh wajah senyum dengan air mata,"['sabar', 'tenang', 'jessica', 'sungguh', 'wajah', 'senyum', 'dengan', 'air', 'mata']",positif,10
82,2023,"Dulu waktu anak pertamaku lahir jg gitu, lbh suka pake foto karena dia gk bisa nyedot dr asi ku langsung, jd asi nya ku pompa trus ku masukin ke dpt. Begituuu",anak pertama lahir suka pakai foto nyedot asi ku langsung asi nya ku pompa ku pasuk,"['anak', 'pertama', 'lahir', 'suka', 'pakai', 'foto', 'nyedot', 'asi', 'ku', 'langsung', 'asi', 'nya', 'ku', 'pompa', 'ku', 'pasuk']",positif,10
83,2024,"Alhamdulillah aku jg Uda keliling dunia nih kita samaan, keliling dunia monopoli maksudnya ??",alhamdulillah keliling dunia nih sama keliling dunia monopoli maksud wajah gembira urai air mata,"['alhamdulillah', 'keliling', 'dunia', 'nih', 'sama', 'keliling', 'dunia', 'monopoli', 'maksud', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,10
84,2024,@harist_rahanbil ????,tertawa terbahakbahak tertawa terbahakbahak,"['tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,10
85,2024,Wkwk nanya lagi ????,wkwk tertawa terbahakbahak tertawa terbahakbahak,"['wkwk', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,10
86,2024,"Alhamdulillah tetangga kontrakan yg nonis dan kami yg muslim nggak begitu. Itu mah segelintir orang aja kali, faktanya kami bertetangga baik-baik aja. Sama-sama suka ngasih bingkisan kalau ada acara atau hari keagamaan.",alhamdulillah tetangga kontra non muslim mah gelintir orang kali fakta tetangga baikbaik suka asih bingkis acara agama,"['alhamdulillah', 'tetangga', 'kontra', 'non', 'muslim', 'mah', 'gelintir', 'orang', 'kali', 'fakta', 'tetangga', 'baikbaik', 'suka', 'asih', 'bingkis', 'acara', 'agama']",positif,10
87,2024,"Mohon bantuannya kak, saling peduli semoga berkah. ??????",mohon bantu kak peduli moga berkah lipat tangan lipat tangan lipat tangan,"['mohon', 'bantu', 'kak', 'peduli', 'moga', 'berkah', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",positif,10
88,2024,@ciyaaa.saputri Eh ternyata kita senasib kak tapi sekarang alhamdulillah udh dapet solusinya ?? dg program @vipbreastcare.id yg bagus banget buat solusi pyd & sekarang suami makin manja,saputri eh nasib kak alhamdulillah solusi wajah kucing gembira urai air mata program id bagus banget solusi pyd suami manja,"['saputri', 'eh', 'nasib', 'kak', 'alhamdulillah', 'solusi', 'wajah', 'kucing', 'gembira', 'urai', 'air', 'mata', 'program', 'id', 'bagus', 'banget', 'solusi', 'pyd', 'suami', 'manja']",positif,10
89,2024,Cuma kluarga limits sultan dari lhir  style buna papanya anaknya biasa aja gak pkek mini2 dres2 neko2 yg penting happy dan bisa beli omongan tetangga???? sehat terus bayi mahal lanjut vidionya sampe s2 aunty onlen sllu mantau kelucuan dedek sophi??,keluarga limits sultan lahir style buna papa anak pakai mini dres nekoneko happy beli omong tetangga api tepuk tangan sehat bayi mahal vidionya s aunty onlen mantau lucu adek sophi hati merah,"['keluarga', 'limits', 'sultan', 'lahir', 'style', 'buna', 'papa', 'anak', 'pakai', 'mini', 'dres', 'nekoneko', 'happy', 'beli', 'omong', 'tetangga', 'api', 'tepuk', 'tangan', 'sehat', 'bayi', 'mahal', 'vidionya', 's', 'aunty', 'onlen', 'mantau', 'lucu', 'adek', 'sophi', 'hati', 'merah']",positif,10
90,2020,Nada video siscakohl lebih asik dari pada nada suara adeknya tau cit @citracidel,nada video siscakohl asik nada suara adeknya tau cit,"['nada', 'video', 'siscakohl', 'asik', 'nada', 'suara', 'adeknya', 'tau', 'cit']",positif,9
91,2020,"Beneran ga di endorse tuhhh????,tapi sampe kerupuknya dari uni lili, tapi gua suka banget sih liat mereka berdua masak ,uhh kadang gua ikut ikutin resep resep mereka dan hasilnya lumayan donggg ??",benar endorse tuh kerupuk uni lili gua suka banget sih lihat dua masak uh kadang gua ikut resep resep hasil lumayan,"['benar', 'endorse', 'tuh', 'kerupuk', 'uni', 'lili', 'gua', 'suka', 'banget', 'sih', 'lihat', 'dua', 'masak', 'uh', 'kadang', 'gua', 'ikut', 'resep', 'resep', 'hasil', 'lumayan']",positif,9
92,2020,Selamat ya kak semoga sukses selalu,selamat ya kak moga sukses,"['selamat', 'ya', 'kak', 'moga', 'sukses']",positif,9
93,2021,@romie_nice untung gk kena tabok dlu lu bang????,untung kena tabok lu bang tertawa terbahakbahak tertawa terbahakbahak,"['untung', 'kena', 'tabok', 'lu', 'bang', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,9
94,2021,Selamat nelen ludah??,selamat nelen ludah angkat tangan,"['selamat', 'nelen', 'ludah', 'angkat', 'tangan']",positif,9
95,2021,"@fadlinos kerang hijau, inget mang mang dorong pake sendok sayur yang dibolongin ditengahnya ??",kerang hijau dorong pakai sendok sayur dibolongin tengah angkat tangan,"['kerang', 'hijau', 'dorong', 'pakai', 'sendok', 'sayur', 'dibolongin', 'tengah', 'angkat', 'tangan']",positif,9
96,2021,Suka banget liat video kakak adik kreatif,suka banget lihat video kakak adik kreatif,"['suka', 'banget', 'lihat', 'video', 'kakak', 'adik', 'kreatif']",positif,9
97,2021,Sehat terus ya kak dan subscriber nya makin nambah followers nya juga ya. Sehat2 trs semangat untuk buat konten nya.,sehat ya kak subscriber nya tambah followers nya ya sehatsehat semangat konten nya,"['sehat', 'ya', 'kak', 'subscriber', 'nya', 'tambah', 'followers', 'nya', 'ya', 'sehatsehat', 'semangat', 'konten', 'nya']",positif,9
98,2022,"Siskaaaa, kamu br prtama x makan mie sakura. Ya Allah aku sih seminggu 3x neng hahah",siska prtama kali makan mie sakura ya allah sih minggu x neng hahah,"['siska', 'prtama', 'kali', 'makan', 'mie', 'sakura', 'ya', 'allah', 'sih', 'minggu', 'x', 'neng', 'hahah']",positif,9
99,2022,"Udah nyobain wagyu, emas edible, lobster mahal, tapi lidahnya tetep suka mi sakura??????",coba wagyu emas edible lobster mahal lidah suka mi sakura tertawa terbahakbahak jempol ke atas warna kulit cerah,"['coba', 'wagyu', 'emas', 'edible', 'lobster', 'mahal', 'lidah', 'suka', 'mi', 'sakura', 'tertawa', 'terbahakbahak', 'jempol', 'ke', 'atas', 'warna', 'kulit', 'cerah']",positif,9
100,2022,@wirdarmd_ mari kita coba??,mari coba tertawa terbahakbahak,"['mari', 'coba', 'tertawa', 'terbahakbahak']",positif,9
101,2022,Baru scroll sampai sini. Mendadak nangis pas denger sisca bilang 'apapun makanannya tetap harus bersyukur',scrol dadak menang pas dengar sisca bilang apa makan syukur,"['scrol', 'dadak', 'menang', 'pas', 'dengar', 'sisca', 'bilang', 'apa', 'makan', 'syukur']",positif,9
102,2022,Langgeng langgeng deh kalian??,langgeng langgeng deh hati merah,"['langgeng', 'langgeng', 'deh', 'hati', 'merah']",positif,9
103,2022,@dianrianjani @rafikaslv liatlah mereka wkwk mereka doang yg bgini gua wajarin malah liatnya sweet,lihat wkwk doang gua wajarin lihat sweet,"['lihat', 'wkwk', 'doang', 'gua', 'wajarin', 'lihat', 'sweet']",positif,9
104,2022,Sweet banget sih??????,sweet banget sih api api api,"['sweet', 'banget', 'sih', 'api', 'api', 'api']",positif,9
105,2022,Kak udah baca bismillah gak kalo gak ga kenyang??,kak baca bismillah kalo kenyang moa,"['kak', 'baca', 'bismillah', 'kalo', 'kenyang', 'moa']",positif,9
106,2022,@nadiamarrietaa the real orang kaya ????,the real orang kayak tertawa terbahakbahak tertawa terbahakbahak,"['the', 'real', 'orang', 'kayak', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,9
107,2022,Cinta yang abadi ????????,cinta abadi hati merah hati merah wajah senyum lebar jempol ke atas,"['cinta', 'abadi', 'hati', 'merah', 'hati', 'merah', 'wajah', 'senyum', 'lebar', 'jempol', 'ke', 'atas']",positif,9
108,2023,Semoga nular rejeki nya????,moga nular rejeki nya lipat tangan wajah gembira dengan mata bahagia,"['moga', 'nular', 'rejeki', 'nya', 'lipat', 'tangan', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,9
109,2023,"Seru nih, happy selalu kak ??",seru nih happy kak angkat tangan,"['seru', 'nih', 'happy', 'kak', 'angkat', 'tangan']",positif,9
110,2023,semoga aku dapat iPhone dari kak Siska tapi itu hanyalah mimpi untuk aku bisa dapatkan itu tapi semoga kak Siska rezeki nya makin lancar ya,moga iphone kak siska mimpi dapat moga kak siska rezeki nya lancar ya,"['moga', 'iphone', 'kak', 'siska', 'mimpi', 'dapat', 'moga', 'kak', 'siska', 'rezeki', 'nya', 'lancar', 'ya']",positif,9
111,2023,Bismillah semoga beruntung bisa main dan bawa uang buat beli HP??,bismillah moga untung main bawa uang beli hp tangan angkat dan rapat sama,"['bismillah', 'moga', 'untung', 'main', 'bawa', 'uang', 'beli', 'hp', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,9
112,2023,Semoga selalu dalam keadaan sehat serta baik baik saja dengan keluarga besar nya dan semuga semangat terus bikin konten nya kak jess ??,moga sehat keluarga nya semuga semangat bikin konten nya kak jes tepuk tangan,"['moga', 'sehat', 'keluarga', 'nya', 'semuga', 'semangat', 'bikin', 'konten', 'nya', 'kak', 'jes', 'tepuk', 'tangan']",positif,9
113,2023,ya Alloh kapan dpt rejeki dr orang orang dermawan ini,ya allah rejeki orang orang dermawan,"['ya', 'allah', 'rejeki', 'orang', 'orang', 'dermawan']",positif,9
114,2023,@adi.junaidi_ kalau SC emang ga langsung bisa kasih asi.. Nanti udah 3 hari pas udah pulih baru ngasih asi..,junaidi sc langsung kasih asi pas pulih asih asi,"['junaidi', 'sc', 'langsung', 'kasih', 'asi', 'pas', 'pulih', 'asih', 'asi']",positif,9
115,2023,"jujur suka bgt, krn bapaknya telaten",jujur suka banget bapak telaten,"['jujur', 'suka', 'banget', 'bapak', 'telaten']",positif,9
116,2024,"@cristina_anggara96 mba, yakin ilmu kamu lebih jago dari dokter spesialisnya sisca khol ? ??",mbak ilmu jago dokter spesialis sisca khol wajah dengan tangan tutup mulut,"['mbak', 'ilmu', 'jago', 'dokter', 'spesialis', 'sisca', 'khol', 'wajah', 'dengan', 'tangan', 'tutup', 'mulut']",positif,9
117,2024,Senyumnya mirip justin ?? sehat dan bahagia terus ya adek shopia..,senyum justin wajah senyum dengan mata bahagia sehat bahagia ya adek shopia,"['senyum', 'justin', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia', 'sehat', 'bahagia', 'ya', 'adek', 'shopia']",positif,9
118,2024,"plekketiplek ko justin bgt mukanyaa,sehat sehat sllu shopiaaaa ????",plekketiplek justin banget muka sehat sehat shopia hati merah wajah dengan mata bentuk bintang,"['plekketiplek', 'justin', 'banget', 'muka', 'sehat', 'sehat', 'shopia', 'hati', 'merah', 'wajah', 'dengan', 'mata', 'bentuk', 'bintang']",positif,9
119,2024,Ya Allah aku juga pgn kaya kayak sisca biar kalo mau bagi" duit atau sodaqoh bisa sebanyak ini ????,ya allah pengin kayak kayak sisca biar kalo duit sodaqoh tangan angkat dan rapat sama tangan angkat dan rapat sama,"['ya', 'allah', 'pengin', 'kayak', 'kayak', 'sisca', 'biar', 'kalo', 'duit', 'sodaqoh', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,9
120,2024,@pijibaik tapiii lucuuu sopiaaaa????????,lucu sopia hati besar hati besar hati besar hati besar,"['lucu', 'sopia', 'hati', 'besar', 'hati', 'besar', 'hati', 'besar', 'hati', 'besar']",positif,9
121,2024,"Sophia, bilang mama @siscakohl buat beli buku anak di tante ya????????",sophia bilang mama beli buku anak tante ya wajah senyum tangan lambai hati besar hati besar,"['sophia', 'bilang', 'mama', 'beli', 'buku', 'anak', 'tante', 'ya', 'wajah', 'senyum', 'tangan', 'lambai', 'hati', 'besar', 'hati', 'besar']",positif,9
122,2020,"Abis makan nih, pas mau PUP rasa rasa sayang gitu. Soalnya harga yg di makan mahal mahal semua?",habis makan nih pas pup sayang harga makan mahal mahal,"['habis', 'makan', 'nih', 'pas', 'pup', 'sayang', 'harga', 'makan', 'mahal', 'mahal']",positif,8
123,2020,@faina_nabila04 kalo mau beji baju preloved kesini aja kak @kafca.thrifted . Selamat mencobaaaa ?,kalo beji baju preloved kesini kak thrifted selamat coba,"['kalo', 'beji', 'baju', 'preloved', 'kesini', 'kak', 'thrifted', 'selamat', 'coba']",positif,8
124,2020,Detail bgt liat emoji ada bakso nya kakk :') mau resep emoji lainnya kak ?,detail banget lihat emoji bakso nya kak resep emoji kak,"['detail', 'banget', 'lihat', 'emoji', 'bakso', 'nya', 'kak', 'resep', 'emoji', 'kak']",positif,8
125,2020,Jangan suka makan emas keseringan kk gak sehat..,suka makan emas sering sehat,"['suka', 'makan', 'emas', 'sering', 'sehat']",positif,8
126,2020,Wawww mantap martabak karya sendiri ya ??,wow mantap martabak karya ya,"['wow', 'mantap', 'martabak', 'karya', 'ya']",positif,8
127,2020,@siscakohl ohh oke ka semangat ya buat ka aliyah? makasih kak udah di jawab??,oh oke kak semangat ya kak aliyah terima kasih kak,"['oh', 'oke', 'kak', 'semangat', 'ya', 'kak', 'aliyah', 'terima', 'kasih', 'kak']",positif,8
128,2020,Selamat kak sukses terus ya,selamat kak sukses ya,"['selamat', 'kak', 'sukses', 'ya']",positif,8
129,2021,@inayatul.ilmiyah jannnn jujur temen??,ilmiyah jujur teman tertawa terbahakbahak,"['ilmiyah', 'jujur', 'teman', 'tertawa', 'terbahakbahak']",positif,8
130,2021,Yg hanya mampu beli Gorio rio yg gopean minggir dahh kasian lambung kau kalau tau ??????,beli gorio rio gopean minggir deh kasihan lambung kau tau api api api,"['beli', 'gorio', 'rio', 'gopean', 'minggir', 'deh', 'kasihan', 'lambung', 'kau', 'tau', 'api', 'api', 'api']",positif,8
131,2021,Kita ke upin yok pasti di kasih gratis.....??,upin yuk kasih gratis wajah gembira urai air mata,"['upin', 'yuk', 'kasih', 'gratis', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,8
132,2021,Yaa Allah baru tadi liat eskrim ketoprak gw bilang abis ini nasi Padang lah malah udah duluan ?? gila sih,ya allah lihat eskrim ketoprak gue bilang habis nasi padang duluan wajah menang keras gila sih,"['ya', 'allah', 'lihat', 'eskrim', 'ketoprak', 'gue', 'bilang', 'habis', 'nasi', 'padang', 'duluan', 'wajah', 'menang', 'keras', 'gila', 'sih']",positif,8
