index,Tahun,Comments,preprocessed,tokenize_text,label,score
42,2022,Will anak aku awal nya Adit nanggela sini Will be Rani nga bagi THR dan iPhone semoga bermanfaat amin ??????????????????????,wil anak nya adit nanggela wil be rani thr iphone moga manfaat amin lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan,"['wil', 'anak', 'nya', 'adit', 'nanggela', 'wil', 'be', 'rani', 'thr', 'iphone', 'moga', 'manfaat', 'amin', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",positif,21
43,2024,"hai ko aku tuh ngefans banget sama koko , koko tuh panutan aku banget aku pengen kaya koko yg bisa bantu orang sebanyak mungkin, tau gak sih aku ko dari koko tuh belajar bahwa ngebantu orang banyak  rezekinya akan ngalir terusss dan ga akan pernah abis?? aku cmn mau nitip pesen sama koko "" sehat sehat ya ko semoga rezeki nya makin nambah nambah, sukses terus ko buat sekarang dan seterus nya, terima kasih ko krna koko banyak org tersenyum bahagia atas ketulusan koko membantunya mereka dengan tulus?? ko angan lupa yaa untuk bersyukur terus ya ko apapun yang koko punya????  ",hai tuh fan banget koko koko tuh panutan banget pengin kayak koko bantu orang tau sih koko tuh ajar bantu orang rezeki alir habis hati hitam cuman nitip pesan koko sehat sehat ya moga rezeki nya tambah tambah sukses terus nya terima kasih koko orang senyum bahagia tulus koko bantu tulus lipat tangan angan lupa ya syukur ya apa koko karang bunga lengan otot,"['hai', 'tuh', 'fan', 'banget', 'koko', 'koko', 'tuh', 'panutan', 'banget', 'pengin', 'kayak', 'koko', 'bantu', 'orang', 'tau', 'sih', 'koko', 'tuh', 'ajar', 'bantu', 'orang', 'rezeki', 'alir', 'habis', 'hati', 'hitam', 'cuman', 'nitip', 'pesan', 'koko', 'sehat', 'sehat', 'ya', 'moga', 'rezeki', 'nya', 'tambah', 'tambah', 'sukses', 'terus', 'nya', 'terima', 'kasih', 'koko', 'orang', 'senyum', 'bahagia', 'tulus', 'koko', 'bantu', 'tulus', 'lipat', 'tangan', 'angan', 'lupa', 'ya', 'syukur', 'ya', 'apa', 'koko', 'karang', 'bunga', 'lengan', 'otot']",positif,21
44,2024,Selamat ulang tahun bg Willie semoga sukses sehat selaluya??????,selamat ulang bang willie moga sukses sehat selaluya tangan angkat dan rapat sama wajah pesta party popper,"['selamat', 'ulang', 'bang', 'willie', 'moga', 'sukses', 'sehat', 'selaluya', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'wajah', 'pesta', 'party', 'popper']",positif,21
45,2024,Selamat ulang tahun kak wili???? semoga panjang umur  sehat selalu iman??????????,selamat ulang kak wili party popper party popper moga umur sehat iman tangan angkat dan rapat sama tangan angkat dan rapat sama party popper party popper party popper,"['selamat', 'ulang', 'kak', 'wili', 'party', 'popper', 'party', 'popper', 'moga', 'umur', 'sehat', 'iman', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'party', 'popper', 'party', 'popper', 'party', 'popper']",positif,21
46,2022,Masya Allah Kak Willie smga rezekinya lancar dan sehat slalu kak aminn yah Allah   ??,masya allah kak willie moga rezeki lancar sehat kak amin ya allah lipat tangan,"['masya', 'allah', 'kak', 'willie', 'moga', 'rezeki', 'lancar', 'sehat', 'kak', 'amin', 'ya', 'allah', 'lipat', 'tangan']",positif,20
47,2023,"Kak willi,coba borong 10 pedagang asongan,trus dibagi ke anak2 jalanan tf 300,????????",kak willi coba borong dagang asong bagi anakanak jalan tf tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama,"['kak', 'willi', 'coba', 'borong', 'dagang', 'asong', 'bagi', 'anakanak', 'jalan', 'tf', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,20
48,2024,selamat ultah bg wili semoge sehat selalu??????,selamat ultah bang wili semoge sehat wajah pesta wajah pesta wajah pesta,"['selamat', 'ultah', 'bang', 'wili', 'semoge', 'sehat', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta']",positif,20
49,2024,"Selamat ulang tahun kak semoga panjang umur dan sehat selalu , semoga keluarganya kak Willy sehat selalu dan rezekinya berlimpah",selamat ulang kak moga umur sehat moga keluarga kak willy sehat rezeki limpah,"['selamat', 'ulang', 'kak', 'moga', 'umur', 'sehat', 'moga', 'keluarga', 'kak', 'willy', 'sehat', 'rezeki', 'limpah']",positif,20
50,2020,Bismillah semoga dapat Rizki dari bang   sehat bang semoga Rizki nya lancar,bismillah moga rizki bang sehat bang moga rizki nya lancar,"['bismillah', 'moga', 'rizki', 'bang', 'sehat', 'bang', 'moga', 'rizki', 'nya', 'lancar']",positif,19
51,2020,Bismillahirrahmanirrahim semoga di baca ya Allah aminnn??????????????????????,bismillahirrahmanirrahim moga baca ya allah amin hati merah hati merah hati merah hati merah hati merah hati merah hati merah hati merah hati merah hati merah hati merah,"['bismillahirrahmanirrahim', 'moga', 'baca', 'ya', 'allah', 'amin', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",positif,19
52,2023,Semoga berkah bang willy km orang yg tepat dn d pilih yg maha kuasa yg suka berbagi dgan orang² yg sanggat mmbutuh kan smga rejeki mu bertambah seperti air yg mengalirr aminn????,moga berkah bang willy orang pilih maha kuasa suka bagi dgan orang mmbutuh moga rejeki mu tambah air alir amin lipat tangan lipat tangan,"['moga', 'berkah', 'bang', 'willy', 'orang', 'pilih', 'maha', 'kuasa', 'suka', 'bagi', 'dgan', 'orang', 'mmbutuh', 'moga', 'rejeki', 'mu', 'tambah', 'air', 'alir', 'amin', 'lipat', 'tangan', 'lipat', 'tangan']",positif,19
53,2023,"Alhamdulillah... trmksh orang baik, semoga apa yang diberikan jadi ibadah dan bermanfaat, serta berkah buat si Bapak",alhamdulillah trmksh orang moga ibadah manfaat berkah sih,"['alhamdulillah', 'trmksh', 'orang', 'moga', 'ibadah', 'manfaat', 'berkah', 'sih']",positif,19
54,2023,Semoga sampai ke jenjang pernikahan dan sampai nenek kakek.... aamiin....?? bismillah  motor Vario second ??????,moga jenjang nikah nenek kakek amin tangan angkat dan rapat sama bismillah motor vario second tangan angkat dan rapat sama lipat tangan lipat tangan,"['moga', 'jenjang', 'nikah', 'nenek', 'kakek', 'amin', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'bismillah', 'motor', 'vario', 'second', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'lipat', 'tangan', 'lipat', 'tangan']",positif,19
55,2023,"Bpknya ga mementingkan diri sendiri utk org lain , akhrnya bpk dpt Rzki jg , Alhamdulilah, smga ALLAH melipatgandakan Rzki Bg Willie agar bs Bantu org bnyk, ALLAH ksh Rzki bnyk utk Bg Willie utk berbagi mnolong org2 yg membtuhkan, sht sukses sllu Bg Willie Aamiin ya ALLAH",bapak penting orang akhrnya bpk rzki alhamdulilah moga allah melipatgandakan rzki bang willie bantu orang allah kasih rzki bang willie bagi mnolong orangorang membtuhkan sht sukses bang willie amin ya allah,"['bapak', 'penting', 'orang', 'akhrnya', 'bpk', 'rzki', 'alhamdulilah', 'moga', 'allah', 'melipatgandakan', 'rzki', 'bang', 'willie', 'bantu', 'orang', 'allah', 'kasih', 'rzki', 'bang', 'willie', 'bagi', 'mnolong', 'orangorang', 'membtuhkan', 'sht', 'sukses', 'bang', 'willie', 'amin', 'ya', 'allah']",positif,19
56,2024,Spill harga dong ka.. Siapa tau ada rejeki pgn coba. Semoga????,spil harga kak tau rejeki pengin coba moga tangan angkat dan rapat sama tangan angkat dan rapat sama,"['spil', 'harga', 'kak', 'tau', 'rejeki', 'pengin', 'coba', 'moga', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,19
57,2024,Semoga banyak rezekinya ka Willi ??????,moga rezeki kak willi tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama,"['moga', 'rezeki', 'kak', 'willi', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,19
58,2020,Waaaah Rusanya senang dikasih makan sama Koko   ???? Bismillah Ya Allah...Mudah2an Aku dapat THR dari Koko Willie..Aamiin YRA ????,waah rusa senang kasih makan koko tepuk tangan jempol ke atas bismillah ya allah mudahmudahan thr koko willie amin yra tangan angkat dan rapat sama lipat tangan,"['waah', 'rusa', 'senang', 'kasih', 'makan', 'koko', 'tepuk', 'tangan', 'jempol', 'ke', 'atas', 'bismillah', 'ya', 'allah', 'mudahmudahan', 'thr', 'koko', 'willie', 'amin', 'yra', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'lipat', 'tangan']",positif,18
59,2021,"Bismillah kak wilie aku mau dong skin care nya please ????,, Bismillah semoga dapet atas ijin Allah ????????????",bismillah kak wilie skin care nya please lipat tangan lipat tangan bismillah moga ijin allah lipat tangan warna kulit cerahsedang lipat tangan warna kulit cerahsedang lipat tangan warna kulit cerahsedang,"['bismillah', 'kak', 'wilie', 'skin', 'care', 'nya', 'please', 'lipat', 'tangan', 'lipat', 'tangan', 'bismillah', 'moga', 'ijin', 'allah', 'lipat', 'tangan', 'warna', 'kulit', 'cerahsedang', 'lipat', 'tangan', 'warna', 'kulit', 'cerahsedang', 'lipat', 'tangan', 'warna', 'kulit', 'cerahsedang']",positif,18
60,2022,Happy birthday ci vilmei panjang umur sehat selalu di bekati tuhan??,happy birthday ci vilmei umur sehat bekat tuhan hati merah,"['happy', 'birthday', 'ci', 'vilmei', 'umur', 'sehat', 'bekat', 'tuhan', 'hati', 'merah']",positif,18
61,2023,"Selamat , Happy berkah kak will 1jt asikk",selamat happy berkah kak wil jt asik,"['selamat', 'happy', 'berkah', 'kak', 'wil', 'jt', 'asik']",positif,18
62,2024,BISMILLAH DAPAT IPHONE BEKAS DARI ABANG   ??????????????,bismillah iphone bekas abang lipat tangan api api api api api api,"['bismillah', 'iphone', 'bekas', 'abang', 'lipat', 'tangan', 'api', 'api', 'api', 'api', 'api', 'api']",positif,18
63,2024,Semoga beruntung??????,moga untung tangan angkat dan rapat sama tangan angkat dan rapat sama tangan angkat dan rapat sama,"['moga', 'untung', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,18
64,2024,"Aq pernah pengen bgt punya iphone, tapi pas bisa beli hp redmi nyicil sendiri sampe selesai aja alhamdulillah bgt. ??, bismillah suatu hr bisa beli aamiin ??",pengin banget iphone pas beli hp redmi nyicil selesai alhamdulillah banget wajah senyum dengan hati bismillah beli amin tangan angkat dan rapat sama,"['pengin', 'banget', 'iphone', 'pas', 'beli', 'hp', 'redmi', 'nyicil', 'selesai', 'alhamdulillah', 'banget', 'wajah', 'senyum', 'dengan', 'hati', 'bismillah', 'beli', 'amin', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,18
65,2024,MasyaAlloh SMG berkah kak willie.sukses dan sehat selalu kak????,masyaalloh moga berkah kak williesukses sehat kak tangan angkat dan rapat sama tangan angkat dan rapat sama,"['masyaalloh', 'moga', 'berkah', 'kak', 'williesukses', 'sehat', 'kak', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,18
66,2024,Kak    udah umumin blm yang dapet kado dri kakahehhe semoga aku kecantum yah kaka pengin bisa bisnis dg hp bagus dari kak    dan semogaa jugaa rezeki saya ngalir trus sma kaya kak willi??????????????,kak umumin kado kakahehhe moga cantum ya kakak pengin bisnis hp bagus kak moga rezeki alir kayak kak willi tangan angkat dan rapat sama wajah senyum lebar mata hati hati merah hati merah hati merah hati merah hati merah,"['kak', 'umumin', 'kado', 'kakahehhe', 'moga', 'cantum', 'ya', 'kakak', 'pengin', 'bisnis', 'hp', 'bagus', 'kak', 'moga', 'rezeki', 'alir', 'kayak', 'kak', 'willi', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",positif,18
67,2020,"Bismillah ,baru follow langsung like semua postingan ka Willie ????",bismillah follow langsung like postingan kak willie tangan angkat dan rapat sama tangan angkat dan rapat sama,"['bismillah', 'follow', 'langsung', 'like', 'postingan', 'kak', 'willie', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,17
68,2021,Ya Allah semoga ketemu orang baik????,ya allah moga ketemu orang tangan angkat dan rapat sama tangan angkat dan rapat sama,"['ya', 'allah', 'moga', 'ketemu', 'orang', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,17
69,2021,Barakkallah ka seneng bgd liat ank panti diajak jln jln dijajanin masya allah sehat sehat ka aamiin??,barakkallah kak senang banget lihat anak panti ajak jalan jalan dijajanin masya allah sehat sehat kak amin wajah senyum lebar mata hati,"['barakkallah', 'kak', 'senang', 'banget', 'lihat', 'anak', 'panti', 'ajak', 'jalan', 'jalan', 'dijajanin', 'masya', 'allah', 'sehat', 'sehat', 'kak', 'amin', 'wajah', 'senyum', 'lebar', 'mata', 'hati']",positif,17
70,2022,Aku juga mau uang dan borong untuk anak dan keluarga semoga bermanfaat amin ??????????????????,uang borong anak keluarga moga manfaat amin lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan lipat tangan,"['uang', 'borong', 'anak', 'keluarga', 'moga', 'manfaat', 'amin', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",positif,17
71,2022,Semangat ya ko semoga selalu sehat panjang umur.... Sukses selaluu aminnn semoga rezeki yang di bagi2 kan ke orang menjadi berkah ya ko   aminnn... ??????,semangat ya moga sehat umur sukses amin moga rezeki bagibagi orang berkah ya amin lengan otot lengan otot tangan angkat dan rapat sama,"['semangat', 'ya', 'moga', 'sehat', 'umur', 'sukses', 'amin', 'moga', 'rezeki', 'bagibagi', 'orang', 'berkah', 'ya', 'amin', 'lengan', 'otot', 'lengan', 'otot', 'tangan', 'angkat', 'dan', 'rapat', 'sama']",positif,17
72,2022,Bang Willy saya gk minta hadiah dari Abang Yang terpenting kebaikan abang selalu lancar kepada orang yang membutuhkan  dukungan ku pertolongan abng akan di murah kan rezeki nya hingga berlipat lipat dari Yang maha kuasa sukses Selalu ya kk Willy ??,bang willy hadiah abang penting baik abang lancar orang butuh dukung ku tolong abng murah rezeki nya lipat lipat maha kuasa sukses ya willy wajah senyum dengan mata bahagia,"['bang', 'willy', 'hadiah', 'abang', 'penting', 'baik', 'abang', 'lancar', 'orang', 'butuh', 'dukung', 'ku', 'tolong', 'abng', 'murah', 'rezeki', 'nya', 'lipat', 'lipat', 'maha', 'kuasa', 'sukses', 'ya', 'willy', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia']",positif,17
73,2023,"Semoga ko willie dan ci vilmei, langgeng sampai kakek nenek ya, sehat sehat selalu, ??????",moga willie ci vilmei langgeng kakek nenek ya sehat sehat lipat tangan lipat tangan lipat tangan,"['moga', 'willie', 'ci', 'vilmei', 'langgeng', 'kakek', 'nenek', 'ya', 'sehat', 'sehat', 'lipat', 'tangan', 'lipat', 'tangan', 'lipat', 'tangan']",positif,17
74,2023,Sehat selalu kak willy semoga kedepannya lebih sukses dari sekarang tambah banyak rezekinya aminnn ????,sehat kak willy moga depan sukses rezeki amin tangan angkat dan rapat sama wajah senyum dengan mata bahagia,"['sehat', 'kak', 'willy', 'moga', 'depan', 'sukses', 'rezeki', 'amin', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia']",positif,17
75,2024,Bang Wili bang coba ke Sumberjaya kota Bengkulu tapi ke rumah akubang plisss akumau ketemu bangwili Salim??????????????????,bang wili bang coba sumberjaya kota bengkulu rumah akubang plis akumau ketemu bangwili salim wajah senyum wajah senyum wajah senyum wajah senyum wajah senyum wajah senyum wajah senyum dengan mata bahagia wajah senyum dengan mata bahagia wajah senyum dengan mata bahagia,"['bang', 'wili', 'bang', 'coba', 'sumberjaya', 'kota', 'bengkulu', 'rumah', 'akubang', 'plis', 'akumau', 'ketemu', 'bangwili', 'salim', 'wajah', 'senyum', 'wajah', 'senyum', 'wajah', 'senyum', 'wajah', 'senyum', 'wajah', 'senyum', 'wajah', 'senyum', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia']",positif,17
76,2024,"Apa kbr bang Willie . Sehat"" selalu ya, n rezeki y lncar trz n ngalir ke aqu.. amin, eh ngarep, siapa yg gak ngarep.. ??.. lgi banyak doa yg belom terkabul.. ya di ksih sehat juga Alhamdulillah ja..",kbr bang willie sehat ya n rezeki ya lncar trz n alir amin eh harap harap wajah senyum dengan mata bahagia doa kabul ya kasih sehat alhamdulillah,"['kbr', 'bang', 'willie', 'sehat', 'ya', 'n', 'rezeki', 'ya', 'lncar', 'trz', 'n', 'alir', 'amin', 'eh', 'harap', 'harap', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia', 'doa', 'kabul', 'ya', 'kasih', 'sehat', 'alhamdulillah']",positif,17
77,2024,Selamat ulang tahun kak vilmei semoga panjang umur ????????????,selamat ulang kak vilmei moga umur wajah pesta wajah pesta tepuk tangan tepuk tangan wajah gembira wajah senyum lebar dan mata tutup,"['selamat', 'ulang', 'kak', 'vilmei', 'moga', 'umur', 'wajah', 'pesta', 'wajah', 'pesta', 'tepuk', 'tangan', 'tepuk', 'tangan', 'wajah', 'gembira', 'wajah', 'senyum', 'lebar', 'dan', 'mata', 'tutup']",positif,17
78,2024,SELAMAT ULANG TAHUN BUAT YANG ULANG TAHUN HARI INI??????,selamat ulang ulang wajah pesta wajah pesta wajah pesta,"['selamat', 'ulang', 'ulang', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta']",positif,17
79,2024,"Terharu banget bg..semangat sukses selalu,semoga makin banyak yg terbantu..sehat berkah bg????",haru banget bang semangat sukses moga bantu sehat berkah bang api api,"['haru', 'banget', 'bang', 'semangat', 'sukses', 'moga', 'bantu', 'sehat', 'berkah', 'bang', 'api', 'api']",positif,17
80,2024,Terimakasih KA wilie hp iPhone 15 pro  nya semoga rezeki k wilie makin bertambah ??????????,terimakasih kak wilie hp iphone pro nya moga rezeki wilie tambah hati merah hati merah hati merah hati merah hati merah,"['terimakasih', 'kak', 'wilie', 'hp', 'iphone', 'pro', 'nya', 'moga', 'rezeki', 'wilie', 'tambah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah', 'hati', 'merah']",positif,17
81,2020,Kalem. Ganteng. Cakep. Andai bisa liat Oppa Willie langsung. Basket. Akhhhh cool boy,kalem ganteng cakep andai lihat oppa willie langsung basket akh cool boy,"['kalem', 'ganteng', 'cakep', 'andai', 'lihat', 'oppa', 'willie', 'langsung', 'basket', 'akh', 'cool', 'boy']",positif,16
82,2020,Bismillah yaa kak aku dapet hp iphon dari kakak willie salim amin ????????,bismillah ya kak hp iphon kakak willie salim amin wajah senyum dengan mata bahagia wajah senyum dengan mata bahagia wajah senyum dengan mata bahagia wajah senyum dengan mata bahagia,"['bismillah', 'ya', 'kak', 'hp', 'iphon', 'kakak', 'willie', 'salim', 'amin', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia', 'wajah', 'senyum', 'dengan', 'mata', 'bahagia']",positif,16
83,2020,Ganteeengnya Koko   Dermawan pula ???? Bismillah Ya Allah...Mudah2an Aku dapat THR dari Koko Willie..Aamiin YRA ????,ganteengnya koko dermawan tepuk tangan jempol ke atas bismillah ya allah mudahmudahan thr koko willie amin yra tangan angkat dan rapat sama lipat tangan,"['ganteengnya', 'koko', 'dermawan', 'tepuk', 'tangan', 'jempol', 'ke', 'atas', 'bismillah', 'ya', 'allah', 'mudahmudahan', 'thr', 'koko', 'willie', 'amin', 'yra', 'tangan', 'angkat', 'dan', 'rapat', 'sama', 'lipat', 'tangan']",positif,16
