,index,Tahun,Comments,preprocessed
258,318,2023,PHP GX sihhh,php sih
259,319,2023,"Biasa ny di jadiin pacar , apa Karna ada mmh ny😂",nya jadi pacar mmh nya wajah gembira urai air mata
260,320,2023,Bosen konten nya kek gini trus,bosan konten nya kayak
261,322,2023,Bang muka lo kok kayak gojo satoru ya?,bang muka lo kayak gojo satoru ya
262,323,2023,Ke Bogor dongg kohh gantian,bogor koh ganti
263,324,2023,Kalo gw langsung lari pas di suruh bawa pulang,kalo gue langsung lari pas suruh bawa pulang
264,325,2023,Aku iPhone kak,iphone kak
265,326,2023,Pengemis kontol,emis kontol
266,327,2023,Baikkk banget kokonya,banget kokonya
267,328,2023,bukan langsung bilang makasih aja malah banyak nanya 😭,langsung bilang terima kasih wajah menang keras
268,329,2023,"Gituuuu Mulu, kalo ga ikhlas ga usah konten gituaaan",mulu kalo ikhlas konten gituaan
269,330,2023,Cewek terus ku,cewek ku
270,332,2023,Mendingan willi sama lain lain dripad kkak php,mending willi dripad kakak php
271,333,2023,Aku pilih iPhone 15 promax,pilih iphone promax
272,334,2023,Potong rambut nya,potong rambut nya
273,335,2023,Ko banyak bacot siii ending nya juga bakal cepe,bacot sih ending nya cepe
274,336,2023,"I'm a fan of you, it's hard to get the complete package. I want an iPhone 15 Pro Max for New Year's gift, because I've never had an iPhone",isama a fan of you itusi hard get the complete package i want an iphone pro max for new yearsi gift because i ve never had an iphone
275,337,2023,   maneh kocak😮,maneh kocak wajah dengan mulut buka
276,338,2023,  sok asik,sok asik
277,339,2023,"Kek mana mau buat kita perempuan semua ndak pernah laki""",kayak perempuan indak laki
278,340,2023,  kocak 😂,kocak wajah gembira urai air mata
279,341,2023,Biasa aja kali 😂,kali wajah gembira urai air mata
280,342,2023,Kek iphone KW/HDC😬,kayak iphone kauhdc wajah seringai
281,343,2023,Hanya untuk jabotabek.kalbar cuman nonton doang  asu,jabotabekkalbar cuman tonton doang asu
282,345,2023,Kk aku mau,
283,346,2023,"Halah itu mah supaya banyak yang follow dia, sejauh ini gua ga pernah liat konten asli dia dapet iPhone",halah mah follow gua lihat konten asli iphone
284,347,2023,Kek ny g mungkin dapet nama ny aku tinggal di pelosok kwk,kayak nya nama nya tinggal pelosok kwk
285,348,2023,Done bang tangan gua dah pegel siapa tau dinotice wkwkw udh spam like,done bang tangan gua deh gel tau dinotice wkwkw spam like
286,349,2023,Silver tube,silver tube
287,350,2023,Keren sumpah kak,keren sumpah kak
288,351,2023,bangggggg bwngggggg banggggg 🥹,bang bwng bang
289,352,2023,Semangat ya bang  ,semangat ya bang
290,353,2023,Mudahan keciduk,mudah ciduk
291,355,2023,Bang ini aja Bang bagus buat foto profil mah bang ini aja jangan susah-susah itu aja Bang lebih bagus,bang bang bagus foto profil mah bang susahsusah bang bagus
292,357,2023,Mantap selamat bang semoga makin suksess...👏👏 ,mantap selamat bang moga sukses tepuk tangan tepuk tangan
293,358,2023,Yg ikut take me out,take me out
294,359,2023,"Aq pengen banget, jadi youtuber konten nya tentang musik gitu, cuman gk ada bahan, HP juga lagi rusak",pengin banget youtuber konten nya musik cuman bahan hp rusak
295,360,2023,Sering komen gk pernah kebaca  ,komen baca
296,361,2023,Uda follow bg plis hadiah dong,follow bang plis hadiah
297,362,2023,Alhamdulillah udah follow semua 😇,alhamdulillah follow wajah malaikat
298,363,2023,Bang   saya dapat DM dari akun  .02  itu  punya abang apa bukan?,bang dm akun abang
299,364,2023,Cewe nya mana Kaka yang dapet dari takemeout xixi,cewek nya kakak takemeout xixi
300,365,2023,iyaaa diaa,iya
301,366,2023,  eh mksd aku emang beneran dia kannn,eh maksud benar
302,367,2023,  miripp kan?,
303,368,2023,  Oalah diaa tohhh,oalah
304,369,2023,Budak na iye NU milu take me out teh,budak nya iye nu milu take me out teh
305,370,2023,"  dia loh yull yg mksd akuu wktu itu ikut takemout, benerr kannn miriiippp",loh yul maksud takemout miriip
306,373,2023,Pas liat acara tv di take me out lakok mirip🙄  ,pas lihat acara tv take me out lakok wajah dengan mata ke atas
307,374,2023,"PANTESAN GUA NGERASA INI ORANG GA ASING PAS GUE TONTON DI TAKE ME OUT, TERNYATA BENER KONTEN KREATOR 😭😭😭😭",pantesan gua orang asing pas gue tonton take me out konten kreator wajah menang keras wajah menang keras wajah menang keras wajah menang keras
308,376,2023,Semoga dpt rezki dari KK 🙏🙏,moga rezeki lipat tangan lipat tangan
309,378,2023,Kek erpan😢,kayak erpan wajah menang
310,381,2023,Ka cek DM aku !!!! Sbntr aja !!! Di baca doang juga gpp plese,kak cek dm sbntr baca doang gp plese
311,382,2023,Kk plis aku Mao hp dong kk,plis hp
312,383,2023,Bang bntu saya pliss🙏,bang bantu plis lipat tangan
313,384,2023,Selamat kan atas 100k subscribe ka tetap semangat jangan lupaa rendah hati kak🙌🔥,selamat k subscribe kak semangat lupa rendah hati kak angkat tangan api
314,385,2023,"Baru saja ada yang dm saya pake akun atas nama ricienik katanya menang giveaway, tp saya takut penipuan😂😂😂",dm pakai akun nama ricienik menang giveaway takut tipu wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata
315,387,2023,Selamat atas 100k subscribers nya kak   bismillah dapat rezeki dari ka ricci hari ini🙏,selamat k subscribers nya kak bismillah rezeki kak ricci lipat tangan
316,388,2023,Kak bener aku di kasi ipone,kak kasih ipone
317,389,2023,Kak serius nanya nehh....saya dpt DM dpt iPhone.....trz di suruh kirim uang pengiriman BRG ...ini penipuan yaa hehe,kak serius nih dm iphone trz suruh kirim uang kirim bareng tipu ya hehe
318,390,2023,Bag EMG lu pernah giveaway ip,bag lu giveaway ip
319,391,2023,"Mantab,, bang pasukan blom mandi ikut senang",mantab bang pasu mandi senang
320,392,2023,"Bg mau minta tolong bg   Aku butuh uang untuk beli sepeda anak ku bg, sama bayar kontrak aku bg yg udah nunggak 3 bulan bg..",bang tolong bang butuh uang beli sepeda anak ku bang bayar kontrak bang nunggak bang
321,393,2023,Ka aaf ad clone akun kaka,kak aaf clone akun kakak
322,394,2023,GASSLAHH CENTANG BIRUUUU,gasslah centang biru
323,395,2023,Sukses slalu ya bng,sukses ya bang
324,396,2023,Guwe udh follow semua nya ya🙌,guwe follow nya ya angkat tangan
325,397,2023,Kak cb cek DM kyknya da yg mengatasnamakan kaka buat nipu dech 🙏🙏🙏serius kk nech bener gak sich 😢please baca koment ak ya kk dan baca DM ak 🙏🙏,kak coba cek dm kayak dah mengatasnamakan kakak nipu deh lipat tangan lipat tangan lipat tangan serius nech sih wajah menang please baca komentar ya baca dm lipat tangan lipat tangan
326,398,2023,Berapa aja yg penting iklas 🙏🙏😇,iklas lipat tangan lipat tangan wajah malaikat
327,399,2023,tambah keren seh koko,keren sih koko
328,401,2023,  sabar bang kwkww,sabar bang kwkw
329,402,2023,"  ogah,kontenya pembohoan wkwkkw",ogah konte pembohoan wkwkkw
330,403,2023,Congrats🎉 semoga mkin bertambah lge bg subscribe nya.. Mkin smngat bkin konten na..,congrats party popper moga tambah lge bang subscribe nya semangat bikin konten nya
331,404,2023,Sukses terus bang tetap semangat buat konten kreatif nya,sukses bang semangat konten kreatif nya
332,405,2023,Hbd ketua pimpinan jarang mandi,hbd ketua pimpin jarang mandi
333,406,2023,Ternyata masih muda yah 22 tahun kirain dah 28 29 gua umur 26 masih sengsara😂,muda ya deh gua umur sengsara wajah gembira urai air mata
334,407,2023,Semoga semakin sukses   dan berkah untuk semua😇,moga sukses berkah wajah malaikat
335,408,2023,Selamat kk 👏👏,selamat tepuk tangan tepuk tangan
336,409,2023,Sukses slalu👏,sukses tepuk tangan
337,410,2023,Bagian bisnis buat usaha2 umkm,bisnis usaha umkm
338,411,2023,"Nanti saya cariin yg like banyak, saya kerja di bank dki",cari like kerja bank dki
339,412,2023,"Ko riccie, kalau pingin jumpa boleh?",riccie pengin jumpa
340,413,2023,Pengemar berat bang richie,mar berat bang richie
341,414,2023,"Demi 500rb rela ngapain bang richie, ? Saya tf 500",rb rela kapai bang richie tf
342,415,2023,Bang richie kalau saya kasih 500rb bang richie berani apa?,bang richie kasih rb bang richie berani
343,416,2023,dapet yuhh,tuh
344,417,2023,Semoga tambah sukses.dan terus berbagi,moga suksesdan bagi
345,419,2023,"Masya'allah...sehat selalu orang baik dan tetap menjadi orang hebat, tetap selalu berusaha👏",masyaallah sehat orang orang hebat usaha tepuk tangan
346,420,2023,semoga sukses selalu,moga sukses
347,421,2023,Akun ini nge follow trus nge DM mau ngasih aiphone tp ongkir nya suruh top up dana dlu bner ga sih🫤,akun nge follow nge dm asih aiphone ongkir nya suruh top up dana sih
348,422,2023,  bg aku mau ipone,bang ipone
349,423,2023,Semangat terus bos jgn lupa THR nya wk,semangat bos lupa thr nya
350,424,2023,Kasih aku kado dong kak,kasih kado kak
351,425,2023,Yok bisa yok,yuk yuk
352,426,2023,Syukur Alhamdulillah semoga makin bertambah subscribernya,syukur alhamdulillah moga tambah subscribernya
353,427,2023,Mantap ❤️,mantap hati merah
354,428,2023,Kak aq ulang tahun boleh minta kado 500rbu ya. Terimakasih,kak ulang kado rbu ya terimakasih
355,430,2023,"Support terus bang semoga selalu berkah n barokah , semoga makin banyak ide buat bantu n ngebahagiain orang lain trmasuk aku 😂",support bang moga berkah n barokah moga ide bantu n ngebahagiain orang wajah gembira urai air mata
356,431,2023,Keren tetap semangat n sehat selalu,keren semangat n sehat
357,433,2023,Ayam di makan Dino Hoax,ayam makan dino hoax
358,434,2023,keep up the enthusiasm in running the content bro 👍👍👍,keep up the enthusiasm running the content bro jempol ke atas jempol ke atas jempol ke atas
359,435,2023,Warm greetings from Manado...🙏🏻🙏🏻🙏🏻,warm greetings from manado lipat tangan warna kulit cerah lipat tangan warna kulit cerah lipat tangan warna kulit cerah
360,436,2023,Congratulationsss my bro! Proud of you❤️🙌🔥 keep shining.,congratulations my bro proud of you hati merah angkat tangan api keep shining
361,437,2023,Keren...sukses trs bang,keren sukses bang
362,438,2023,Sehat selalu,sehat
363,439,2023,Sukses terus bng,sukses bang
364,440,2023,Selamt Bg😍 tambah konten Bg  borong sate Bg baru kasih sama pengemis Bg bismillah 50000,selamt bang wajah senyum lebar mata hati konten bang borong sate bang kasih emis bang bismillah
365,441,2023,Bang berbagi bagi yang di luar kota bang,bang bagi kota bang
366,442,2023,Selamat hebat ya😂,selamat hebat ya wajah gembira urai air mata
367,443,2023,Selamat bg,selamat bang
368,444,2023,"Selamat ko, semoga makin banyak subcribernya 👏👏👏",selamat moga subcribernya tepuk tangan tepuk tangan tepuk tangan
369,445,2023,Ko bagi iphone ko blm prnh pegang,iphone pegang
370,446,2023,T E H A R MANA😂,t e h a r wajah gembira urai air mata
371,447,2023,Semangat terus  riccie semoga apa yang kamu cita citakan tercapai amin 🤲,semangat riccie moga cita cita capai amin tangan angkat dan rapat sama
372,448,2023,Selamat kak   🙌👏👏,selamat kak angkat tangan tepuk tangan tepuk tangan
373,450,2023,Star bug system,star bug system
374,451,2023,Lagi dimana tuch bang,mana tuh bang
375,452,2023,Wow keren banget 👍,wow keren banget jempol ke atas
376,453,2023,Bang Bismilah 200 Ribu Aja😢,bang bismilah ribu wajah menang
377,454,2023,bismillah di bantu untuk biaya masuk kuliah karna kampus sebelulumnya di tutup karena yang punya kampus korupsi hingga di kenakan denda 12 m makanya saya pindah kampus awalnya saya kuliah gratis dengan jalur kip skrng pindah kampus dengan biaya sendiri dan untuk skrng saya dan orang tua saya lagi belum ada uang orang tua saya hanya sebagai pengurus masjid tolong bantuannya untuk biaya saya masuk kuliah🙏🙏🙏,bismillah bantu biaya masuk kuliah kampus sebelulumnya tutup kampus korupsi kena denda pindah kampus kuliah gratis jalur kip pindah kampus biaya orang tua uang orang tua urus masjid tolong bantu biaya masuk kuliah lipat tangan lipat tangan lipat tangan
378,457,2023,Bismillah maw belik sembako saya medan       yuk ikutan guys          ,bismillah belik sembako medan yuk ikut guys
379,458,2023,Bismillah dpt kuota pulsa dr kak richi,bismillah kuota pulsa kak richi
380,459,2023,Salam buat para centang biru👏👏👏,salam centang biru tepuk tangan tepuk tangan tepuk tangan
381,461,2023,❤️❤️❤️❤️❤️ semoga bisa dapat IPhone dari albino boy   😍😍😍😍😍,hati merah hati merah hati merah hati merah hati merah moga iphone albino boy wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati wajah senyum lebar mata hati
382,462,2023,  Halo Ka willie Dan Ka Vilmei🙌❤️,halo kak willie kak vilmei angkat tangan hati merah
383,463,2023,  Kaka Bule brañi Ga Kasi Hadia Buat Aku🙌❤️,kakak bule bra i kasih hadia angkat tangan hati merah
384,465,2023,Mau iPhone bang udah paket lengkap,iphone bang paket lengkap
385,466,2023,"  🙌suhu, panutan gua",angkat tangan suhu panutan gua
386,467,2023,"Mau hp dong kka"" yg baik❤😁",hp kakak baik wajah gembira dengan mata bahagia
387,468,2023,Bismilah paket lengkap bg rici dapat hadiah dari bg rici di hari ini,bismilah paket lengkap bang rici hadiah bang rici
388,469,2023,Bulan Agustus udah hangus bisa kali kasih uang 2 ratus wkwk 😂,agustus hangus kali kasih uang ratus wkwk wajah gembira urai air mata
389,470,2023,udh paket lengkap,paket lengkap
390,471,2023,erpan nda main minecraft lagi?,erpan indak main minecraft
391,472,2023,"   pengen post bareng kk, padahal 1 minggu lalu ketemu tpi lagi sibuk kayanya  ",pengin post bareng minggu ketemu sibuk kaya
392,473,2023,BG minta hp BG hp aku ngelek banget,bang hp bang hp ngelek banget
393,474,2023,Sama bng erpan bg  .erpan1140,bang erpan bang erpan
394,475,2023,"Kak challenge aku,via Vidio call",kak challenge via vidio cal
395,477,2023,Ingin ketemu,ketemu
396,478,2023,"Bang mampir ke tempat gue dong di plosok ,g pernah ada artis yg kesini cb berani kesini g bang???    ",bang mampir gue plosok artis kesini coba berani kesini bang
397,480,2023,  yang menang hp siapa,menang hp
398,482,2023,cek dm kak dh jam 8,cek dm kak dah jam
399,484,2023,"Salam dr riau,,😍",salam riau wajah senyum lebar mata hati
400,485,2023,"  kok kayak ada mirip"" nya yah bang🤣",kayak nya ya bang tertawa terbahakbahak
401,487,2023,Bang Muka mu terlalu ramah🙌,bang muka mu ramah angkat tangan
402,488,2023,"Aku dapat undian tapi bukan dari akun ini,apakah ada indikasi penipuan atau real dapat hadiah ya , terimakasih",undi akun indikasi tipu real hadiah ya terimakasih
403,489,2023,Hy... sy di kupang ntt,hai kupang
404,490,2023,"kak,ini yang dapet undian undian bener? soalnya di suruh bayar administrasi",kak undi undi suruh bayar administrasi
405,491,2023,"Baby face bgt ya bg Riccie, terlove~love boleh gak sih?",baby face banget ya bang riccie terlovelove sih
406,493,2023,"Kak mau tanya,, IG *RiccieNikOfficial* punya KK bukan.. tolong baca pesan IG sy kak",kak ig riccienikofficial tolong baca pesan ig kak
407,494,2023,  kak dpt DM dri tim Kaka katanyadpt uang 10jt+iPhone bener ga si ni kak ??,kak dm tim kakak katanyadpt uang jtiphone sih nih kak
408,496,2023,"  Mohon bantuannya ya guys
https://kitabisa.com/campaign/460779?utm_source=socialsharing_campaigner_web_9732cba52e1b4e0099d6742368a1fea0&utm_medium=share_campaign_copas&utm_campaign=share_detail_campaign
7380866239 BCA atas nama Dede Ahmad",mohon bantu ya guys baca nama adek ahmad
409,497,2023,Medan . assalamualaikum semoga ada jalan  Rezki anak ku  yg mau ultah ..berapa pun jadi kak yg penting kakak ikhlas ..makasi😍,medan assalamualaikum moga jalan rezeki anak ku ultah kak kakak ikhlas terima kasih wajah senyum lebar mata hati
410,499,2023,  cii 😭,ci wajah menang keras
411,500,2023,  bsmllh hp bru,bsmllh hp
412,502,2023,"Hai kamu... Datang lah kemedan, singgah ke Tembung, entar aku traktir makan rujak simpang jodoh... Itu pun kali kamu berani.....😅😅",hai medan singgah tembung entar traktir makan rujak simpang jodoh kali berani wajah senyum lebar dan keringat wajah senyum lebar dan keringat
413,504,2023,Bng masuk   ya,bang masuk ya
414,505,2023,Hmm.. kapan tatto bang?,hm tatto bang
415,506,2023,Kak   gimana sama pasangan yg di take me out berlanjut kah ???? 😂😂,kak pasang take me out lanjut kah wajah gembira urai air mata wajah gembira urai air mata
416,507,2023,Kakk riccie ada 2 akun? Soalnya ku takut yang aku menang give away itu penipuan,kak riccie akun ku takut menang give away tipu
417,508,2023,Tau k   pas di TMO asik banget orangnya gokil,tau pas tmo asik banget orang gila
418,509,2023,Youtuber miskin lu ksh tantangan bapak2 mkn mie pedes cmn dpt 100rb kambenggg lu,youtuber miskin lu kasih tantang bapak mie pedas cuman rb kambeng lu
419,510,2023,Spilll cwe nya napa bang,spil cewek nya bang
420,511,2023,  bang berani gk ngasih ip12mini ke aku?,bang berani asih ipmini
421,512,2023,Weee kenal kau bg   pas ikut take me out 🤣 kaum jarang mandi dpt jodoh jarang keramas,we kenal kau bang pas take me out tertawa terbahakbahak kaum jarang mandi jodoh jarang keramas
422,513,2023,Bismillah Smoga Di Blas DM Ku,bismillah moga blas dm ku
